date_start,date_end,card,descript,platform,detail_date,detail_card,detail_desc,detail_goods,detail_limit,update_dt
2022.10.03,2022.10.05,SSG.COM카드 Edition2,"스마일클럽 고객 전용, 7만원 이상 결제 시 8% 청구할인",ssg.com,2022. 10. 3 (월) ~ 10. 5 (수) (※승인일시 기준),"SSG.COM카드 Edition2 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)","스마일클럽 고객 SSG.COM카드 Edition2 7만원 이상 결제 시 8% 청구할인 (※스마일클럽 고객이 아닐 경우, 청구할인 적용불가)","SSG.COM 상품 (※서비스 상품, 상품권 및 오픈마켓, 일부상품 제외)",SSG.COM카드 Edition2 1인 1일 5만원 한도,2022-10-05 00:44:56.830295
2022.10.06,2022.10.06,현대카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 10. 6 (목) (※승인일시 기준),"SSG.COM카드, SSG.COM카드 Edition2 등 모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 5% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 5만원 한도,2022-10-06 00:40:01.906970
2022.10.05,2022.10.06,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 10. 5 (수) ~ 10. 6 (목) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-06 00:40:01.906970
2022.10.07,2022.10.07,삼성카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 10. 7 (금) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-10-07 00:53:01.860138
2022.10.08,2022.10.09,롯데카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 10. 8 (토) ~ 10. 9 (일) (※승인일시 기준),"롯데카드 (※단, 법인/기프트/체크카드 제외)",SSGPAY로 롯데카드 7만원 이상 결제 시 5% 청구할인,SSG.COM상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-10-09 00:37:22.016442
2022.10.08,2022.10.09,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 10. 8 (토) ~ 10. 9 (일) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-09 00:37:22.016442
2022.10.07,2022.10.09,SSG.COM카드 Edition2,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 10. 7 (금) ~ 10. 9 (일) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 5% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-09 00:37:22.016442
2022.10.03,2022.10.09,신한카드,대상상품 10% 청구할인 ,ssg.com,2022. 10. 3 (월) ~ 10. 9 (일) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",위니아/구찌/프리미엄아울렛/까사미아 상품 신한카드로 10만원 이상 결제 시 10% 청구할인 Tip SSGPAY에 등록된 신한카드로 결제 시에도 할인 적용,위니아/구찌/프리미엄아울렛/까사미아 상품 (※일부상품 제외),위니아/구찌/프리미엄아울렛/까사미아 상품 행사 상품을 함께 결제 할 경우 청구할인 적용이 불가하니 반드시 각각 결제하시기 바랍니다.,2022-10-09 00:37:22.016442
2022.10.10,2022.10.10,현대카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 10. 10 (월) (※승인일시 기준),"SSG.COM카드, SSG.COM카드 Edition2 등 모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 7% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 5만원 한도,2022-10-10 00:44:26.236556
2022.10.10,2022.10.10,SSG.COM삼성카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 10. 10 (월) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSGPAY로 SSG.COM삼성카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),반드시 'SSG.COM삼성카드' 선택 후 결제하여야 7% 청구할인이 적용됩니다. (삼성카드 선택 후 SSG.COM삼성카드로 결제 시 7% 적용 불가),2022-10-10 00:44:26.236556
2022.10.11,2022.10.12,SSG.COM카드 Edition2,"스마일클럽 고객 전용, 7만원 이상 결제 시 8% 청구할인",ssg.com,2022. 10. 11 (화) ~ 10. 12 (수) (※승인일시 기준),"SSG.COM카드 Edition2 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)","스마일클럽 고객 SSG.COM카드 Edition2 7만원 이상 결제 시 8% 청구할인 (※스마일클럽 고객이 아닐 경우, 청구할인 적용불가)","SSG.COM 상품 (※서비스 상품, 상품권 및 오픈마켓, 일부상품 제외)",SSG.COM카드 Edition2 1인 1일 5만원 한도,2022-10-12 00:51:26.678298
2022.10.11,2022.10.12,삼성카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 10. 11 (화) ~ 10. 12 (수) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-10-12 00:51:26.678298
2022.10.13,2022.10.13,KB국민카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 10. 13 (목) (※승인일시 기준),"KB국민카드 (기업/선불/기프트/KB비씨/KB증권/카카오뱅크카드 제외, 체크카드 포함)",SSGPAY로 KB국민카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도 (가족카드 회원 포함),2022-10-13 00:42:45.709359
2022.10.13,2022.10.13,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 10. 13 (목) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-13 00:42:45.709359
2022.10.14,2022.10.14,삼성카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 10. 14 (금) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-10-14 00:51:11.664451
2022.10.15,2022.10.16,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 10. 15 (토) ~ 10. 16 (일) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-16 00:44:08.347463
2022.10.15,2022.10.16,롯데카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 10. 15 (토) ~ 10. 16 (일) (※승인일시 기준),"롯데카드 (※단, 법인/기프트/체크카드 제외)",SSGPAY로 롯데카드 7만원 이상 결제 시 5% 청구할인,SSG.COM상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-10-16 00:44:08.347463
2022.10.13,2022.10.16,SSG.COM카드 Edition2,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 10. 13 (목) ~ 10. 16 (일) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 5% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-16 00:44:08.347463
2022.10.17,2022.10.18,SSG.COM카드 Edition2,"스마일클럽 고객 전용, 7만원 이상 결제 시 8% 청구할인",ssg.com,2022. 10. 17 (월) ~ 10. 18 (화) (※승인일시 기준),"SSG.COM카드 Edition2 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)","스마일클럽 고객 SSG.COM카드 Edition2 7만원 이상 결제 시 8% 청구할인 (※스마일클럽 고객이 아닐 경우, 청구할인 적용불가)","SSG.COM 상품 (※서비스 상품, 상품권 및 오픈마켓, 일부상품 제외)",SSG.COM카드 Edition2 1인 1일 5만원 한도,2022-10-18 00:44:12.193370
2022.10.17,2022.10.18,삼성카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 10. 17 (월) ~ 10. 18 (화) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-10-18 00:44:12.193370
2022.10.19,2022.10.20,현대카드,SSGPAY 결제 시 5% 청구할인 ,ssg.com,2022. 10. 19 (수) ~ 10. 20 (목) (※승인일시 기준),"SSG.COM카드, SSG.COM카드 Edition2 등 모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 5% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 5만원 한도,2022-10-20 00:40:10.867279
2022.10.19,2022.10.20,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 10. 19 (수) ~ 10. 20 (목) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-20 00:40:10.867279
2022.10.21,2022.10.21,삼성카드,SSGPAY로 결제 시 5% 청구할인 ,ssg.com,2022. 10. 21 (금) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-10-21 00:38:26.955976
2022.10.22,2022.10.23,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 10. 22 (토) ~ 10. 23 (일) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-23 00:43:47.200620
2022.10.22,2022.10.23,롯데카드,SSGPAY로 결제 시 5% 청구할인 ,ssg.com,2022. 10. 22 (토) ~ 10. 23 (일) (※승인일시 기준),"롯데카드 (※단, 법인/기프트/체크카드 제외)",SSGPAY로 롯데카드 7만원 이상 결제 시 5% 청구할인,SSG.COM상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-10-23 00:43:47.200620
2022.10.24,2022.10.24,신한카드,피아제 10% 청구할인 ,shinsegae mall,2022. 10. 24 (월) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",피아제 상품 신한카드로 10만원 이상 결제 시 10% 청구할인 Tip SSGPAY에 등록된 신한카드로 결제 시에도 할인 적용,피아제 상품 (※일부상품 제외),1인 1일 최대 10만원 한도,2022-10-24 00:50:40.907570
2022.10.21,2022.10.24,SSG.COM카드 Edition2,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 10. 21 (금) ~ 10. 24 (월) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 5% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-24 00:50:40.907570
2022.10.24,2022.10.25,삼성카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 10. 24 (월) ~ 10. 25 (화) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-10-25 00:47:51.768468
2022.07.08,2023.06.28,스마일클럽 전용 카드,스마일클럽 가입비 100% 지원 SSG머니 최대 12% 적립,ssg.com,,,,,,2022-10-25 00:47:51.768468
2022.10.26,2022.10.26,신한카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 10. 26 (수) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-10-26 00:35:47.586056
2022.10.27,2022.10.27,삼성카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 10. 27 (목) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-10-27 00:38:15.800001
2022.10.25,2022.10.27,SSG.COM카드 Edition2,스마일클럽 고객 전용 8% 청구할인 ,ssg.com,2022. 10. 25 (화) ~ 10. 27 (목) (※승인일시 기준),"SSG.COM카드 Edition2 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)","스마일클럽 고객 SSG.COM카드 Edition2 7만원 이상 결제 시 8% 청구할인 (※스마일클럽 고객이 아닐 경우, 청구할인 적용불가)","SSG.COM 상품 (※서비스 상품, 상품권 및 오픈마켓, 일부상품 제외)",SSG.COM카드 Edition2 1인 1일 5만원 한도,2022-10-27 00:38:15.800001
2022.10.28,2022.10.28,현대카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 10. 28 (금) (※승인일시 기준),"SSG.COM카드, SSG.COM카드 Edition2 등 모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 5% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 5만원 한도,2022-10-28 00:38:44.252749
2022.10.28,2022.10.29,SSG.COM삼성카드,스마일클럽 전용 8% 청구할인 ,ssg.com,2022. 10. 28 (금) ~ 10. 29 (토) (※승인일시 기준),SSG.COM삼성카드 ※※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,"스마일클럽 고객 SSG.COM삼성카드 7만원 이상 결제 시 8% 청구할인 (※스마일클럽 고객이 아닐 경우, 청구할인 적용불가)","SSG.COM 상품 (※서비스 상품, 상품권 및 오픈마켓, 일부상품 제외)",SSG.COM삼성카드 1인 1일 5만원 한도,2022-10-29 00:29:48.182154
2022.10.27,2022.10.29,SSG.COM삼성카드,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 10. 27 (목) ~ 10. 29 (토) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 5% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-29 00:29:48.182154
2022.10.29,2022.10.30,롯데카드,SSGPAY로 결제 시 5% 청구할인 ,ssg.com,2022. 10. 29 (토) ~ 10. 30 (일) (※승인일시 기준),"롯데카드 (※단, 법인/기프트/체크카드 제외)",SSGPAY로 롯데카드 7만원 이상 결제 시 5% 청구할인,SSG.COM상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-10-30 00:40:48.757390
2022.10.31,2022.10.31,신한카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 10. 31 (월) ~ 11. 1 (화) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도,2022-10-31 00:40:48.986619
2022.10.31,2022.10.31,SSG.COM삼성카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 10. 31 (월) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSGPAY로 SSG.COM삼성카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),반드시 'SSG.COM삼성카드' 선택 후 결제하여야 10% 청구할인이 적용됩니다. (삼성카드 선택 후 SSG.COM삼성카드로 결제 시 10% 적용 불가),2022-10-31 00:40:48.986619
2022.10.31,2022.10.31,NH농협카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 10. 31 (월) (※승인일시 기준),"NH농협카드(채움) 개인회원 (체크 및 즉시불 포함,기업/법인/소호(개인사업자,BC제외))",SSGPAY로 7만원 이상 결제시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 10만원 할인,2022-10-31 00:40:48.986619
2022.10.31,2022.10.31,햐나카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022 . 10. 31 (월) (※승인일시 기준),하나카드 (법인/기프트/하나BC 카드 제외),SSGPAY로 7만원 이상 결제시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 10만원 할인,2022-10-31 00:40:48.986619
2022.10.31,2022.10.31,SSG.COM삼성카드,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 10. 31 (월) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 5% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-31 00:40:48.986619
2022.10.29,2022.10.31,SSG.COM카드 Edition2,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 10. 29 (토) ~ 10. 31 (월) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 5% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-10-31 00:40:48.986619
2022.11.01,2022.11.01,신한카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 1 (화) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도,2022-11-01 00:42:51.485498
2022.11.01,2022.11.01,삼성카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 1 (화) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 20만원 한도,2022-11-01 00:42:51.485498
2022.11.02,2022.11.02,현대카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 2 (수) (※승인일시 기준),"SSG.COM카드, SSG.COM카드 Edition2 등 모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 10% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 20만원 한도,2022-11-02 00:39:08.443933
2022.11.03,2022.11.03,KB국민카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 3 (목) (※승인일시 기준),"KB국민카드 (기업/선불/기프트/KB비씨/KB증권/카카오뱅크카드 제외, 체크카드 포함)",SSGPAY로 KB국민카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도 (가족카드 회원 포함),2022-11-03 00:35:34.367542
2022.11.04,2022.11.04,신한카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 4 (금) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도,2022-11-04 00:37:08.389517
2022.11.05,2022.11.05,현대카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 5 (토) (※승인일시 기준),"모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 10% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 20만원 한도,2022-11-05 00:35:58.621921
2022.11.06,2022.11.06,삼성카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 6 (일) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-06 00:32:45.151202
2022.11.07,2022.11.07,삼성카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 7 (월) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-07 00:30:59.165283
2022.11.08,2022.11.08,현대카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 8 (화) (※승인일시 기준),"모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 10% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 10만원 한도,2022-11-08 00:31:29.524083
2022.11.08,2022.11.08,신한카드,위크엔드 막스마라 10% 청구할인 ,shinsegae mall,2022. 11. 8 (화) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",위크엔드 막스마라 상품 신한카드로 10만원 이상 결제 시 10% 청구할인 Tip SSGPAY에 등록된 신한카드로 결제 시에도 할인 적용,위크엔드 막스마라 상품 (※일부상품 제외),1인 1일 최대 15만원 한도,2022-11-08 00:31:29.524083
2022.11.09,2022.11.09,삼성카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 9 (수) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-09 00:33:17.402847
